content_type,idle_time,reading_time,pause_count,seek_count,tab_switches,total_scrolls,video_watched_percentage,is_video_playing,engagement_label
non_video,20,38,0,0,2,2,0.0,False,0.0
non_video,45,313,0,0,0,17,0.0,False,1.0
video,66,215,2,3,2,0,73.5,False,0.5
non_video,37,72,0,0,1,3,0.0,False,0.0
non_video,24,39,0,0,1,2,0.0,False,0.0
video,271,1660,3,0,1,0,98.5,True,1.0
non_video,22,67,0,0,0,9,0.0,False,0.5
video,240,717,1,4,0,0,48.3,True,0.5
non_video,56,114,0,0,3,4,0.0,False,0.0
video,43,97,1,6,2,0,35.3,False,0.0
video,112,562,4,4,2,0,44.0,False,0.5
video,210,1270,4,1,0,0,95.2,False,1.0
non_video,55,152,0,0,1,5,0.0,False,0.5
video,70,219,4,3,2,0,59.6,False,0.5
non_video,82,239,0,0,0,6,0.0,False,0.5
non_video,25,469,0,0,0,11,0.0,False,1.0
video,240,660,4,4,0,0,64.6,False,0.5
video,82,197,0,4,3,0,28.1,False,0.0
video,64,357,3,2,0,0,88.6,True,1.0
non_video,35,320,0,0,0,18,0.0,False,1.0
video,159,264,1,7,2,0,22.4,True,0.0
video,8,991,5,1,0,0,81.9,True,1.0
video,172,290,2,4,2,0,39.6,True,0.0
video,87,174,2,5,3,0,36.0,False,0.0
video,128,237,1,4,2,0,35.0,False,0.0
video,130,323,3,4,2,0,58.9,False,0.5
video,33,1341,5,2,1,0,90.2,True,1.0
video,49,76,2,5,1,0,33.0,False,0.0
video,53,601,7,1,0,0,97.7,True,1.0
non_video,107,271,0,0,0,11,0.0,False,0.5
non_video,37,138,0,0,2,6,0.0,False,0.5
non_video,105,567,0,0,0,9,0.0,False,1.0
video,148,230,2,7,3,0,25.8,False,0.0
video,373,888,2,3,1,0,68.4,True,0.5
non_video,49,103,0,0,1,0,0.0,False,0.0
video,147,296,2,7,2,0,11.6,True,0.0
video,218,785,4,4,1,0,70.0,True,0.5
non_video,92,217,0,0,2,9,0.0,False,0.5
non_video,28,160,0,0,0,17,0.0,False,1.0
video,47,99,2,4,1,0,23.7,False,0.0
video,33,82,1,9,1,0,38.0,False,0.0
video,177,1229,2,1,1,0,80.9,True,1.0
video,8,967,5,2,1,0,93.1,False,1.0
video,47,821,2,1,0,0,94.8,False,1.0
non_video,7,361,0,0,0,9,0.0,False,1.0
video,267,773,2,1,2,0,44.8,False,0.5
non_video,47,293,0,0,1,13,0.0,False,1.0
non_video,63,151,0,0,1,6,0.0,False,0.5
video,48,62,0,5,4,0,13.1,True,0.0
video,155,236,1,4,1,0,10.9,True,0.0
video,45,200,1,4,0,0,66.7,False,0.5
video,164,1654,6,0,0,0,93.4,True,1.0
non_video,11,131,0,0,1,8,0.0,False,1.0
non_video,25,277,0,0,1,16,0.0,False,1.0
non_video,77,235,0,0,0,9,0.0,False,0.5
video,79,143,2,9,2,0,20.4,False,0.0
non_video,49,70,0,0,1,2,0.0,False,0.0
non_video,9,587,0,0,1,14,0.0,False,1.0
video,26,389,6,0,0,0,98.0,True,1.0
video,266,786,2,3,2,0,56.6,True,0.5
video,80,156,0,7,3,0,27.0,False,0.0
non_video,50,395,0,0,0,12,0.0,False,1.0
non_video,57,252,0,0,0,11,0.0,False,0.5
non_video,26,128,0,0,1,10,0.0,False,0.5
video,120,360,2,4,1,0,71.4,True,0.5
non_video,67,254,0,0,0,4,0.0,False,0.5
video,136,179,1,6,1,0,14.1,False,0.0
video,79,233,4,2,0,0,58.3,True,0.5
non_video,29,121,0,0,1,6,0.0,False,0.5
video,256,735,3,1,2,0,65.7,False,0.5
video,75,299,3,4,2,0,71.2,False,0.5
video,169,229,0,8,4,0,14.4,False,0.0
video,8,591,7,0,1,0,96.6,False,1.0
non_video,126,173,0,0,3,3,0.0,False,0.0
non_video,5,569,0,0,1,8,0.0,False,1.0
video,33,339,7,0,0,0,81.8,True,1.0
video,24,1396,4,2,0,0,98.6,False,1.0
video,159,541,2,1,2,0,60.4,True,0.5
non_video,23,386,0,0,1,11,0.0,False,1.0
video,110,266,0,5,2,0,25.8,False,0.0
non_video,74,440,0,0,1,14,0.0,False,1.0
non_video,6,269,0,0,1,11,0.0,False,1.0
video,35,1235,6,0,0,0,95.2,False,1.0
video,14,1019,7,0,1,0,82.6,True,1.0
video,51,84,1,3,3,0,14.9,False,0.0
video,74,106,2,3,1,0,29.2,False,0.0
video,88,112,2,3,2,0,35.2,True,0.0
non_video,67,280,0,0,1,6,0.0,False,0.5
video,177,283,2,7,3,0,24.0,False,0.0
non_video,85,107,0,0,4,4,0.0,False,0.0
video,77,1090,3,1,0,0,97.2,True,1.0
video,21,421,7,1,1,0,83.8,True,1.0
video,134,232,1,9,4,0,29.8,False,0.0
video,179,1604,7,0,0,0,88.1,False,1.0
non_video,25,132,0,0,1,18,0.0,False,1.0
video,22,440,4,1,1,0,98.2,False,1.0
video,271,1581,2,2,1,0,91.8,False,1.0
non_video,96,254,0,0,2,4,0.0,False,0.5
video,123,501,4,3,0,0,52.8,False,0.5
non_video,48,64,0,0,2,3,0.0,False,0.0
non_video,58,118,0,0,4,0,0.0,False,0.0
non_video,108,262,0,0,1,8,0.0,False,0.5
video,140,1491,5,1,1,0,92.3,True,1.0
video,98,131,0,4,3,0,13.0,True,0.0
non_video,16,529,0,0,1,10,0.0,False,1.0
non_video,19,156,0,0,0,13,0.0,False,1.0
video,54,80,0,8,3,0,35.6,False,0.0
video,74,145,2,4,4,0,17.7,False,0.0
non_video,36,160,0,0,0,11,0.0,False,0.5
non_video,108,135,0,0,1,1,0.0,False,0.0
non_video,54,97,0,0,4,2,0.0,False,0.0
video,53,114,2,4,4,0,26.2,False,0.0
non_video,31,87,0,0,2,7,0.0,False,0.5
video,62,121,1,7,3,0,19.2,True,0.0
non_video,100,226,0,0,2,6,0.0,False,0.5
non_video,85,130,0,0,4,2,0.0,False,0.0
non_video,4,424,0,0,0,18,0.0,False,1.0
non_video,40,90,0,0,0,4,0.0,False,0.5
video,173,645,4,3,0,0,48.2,False,0.5
video,141,1053,5,1,0,0,80.7,True,1.0
video,88,428,1,4,1,0,60.7,True,0.5
non_video,22,205,0,0,1,16,0.0,False,1.0
non_video,33,118,0,0,0,9,0.0,False,0.5
non_video,42,177,0,0,1,3,0.0,False,0.5
non_video,8,153,0,0,0,10,0.0,False,1.0
video,142,356,2,3,2,0,62.9,True,0.5
non_video,36,71,0,0,1,2,0.0,False,0.0
video,143,515,3,2,0,0,51.0,True,0.5
non_video,40,97,0,0,0,5,0.0,False,0.5
video,298,1570,2,1,1,0,99.4,False,1.0
non_video,35,74,0,0,3,1,0.0,False,0.0
video,18,1467,6,0,1,0,80.6,False,1.0
video,311,811,3,3,2,0,75.9,True,0.5
video,88,439,2,4,2,0,58.3,True,0.5
video,11,397,3,2,0,0,84.2,False,1.0
non_video,57,98,0,0,4,3,0.0,False,0.0
non_video,23,286,0,0,1,8,0.0,False,1.0
non_video,64,92,0,0,4,2,0.0,False,0.0
video,129,241,1,5,1,0,16.7,True,0.0
non_video,55,202,0,0,2,11,0.0,False,0.5
non_video,33,400,0,0,1,17,0.0,False,1.0
video,314,899,2,3,0,0,55.6,False,0.5
non_video,19,82,0,0,2,7,0.0,False,0.5
video,95,361,3,2,1,0,49.5,True,0.5
non_video,71,127,0,0,2,1,0.0,False,0.0
video,155,228,2,8,3,0,24.2,False,0.0
video,115,252,0,5,2,0,38.2,True,0.0
video,300,899,2,2,2,0,53.4,True,0.5
video,154,271,2,7,4,0,14.6,True,0.0
non_video,91,256,0,0,2,3,0.0,False,0.5
video,58,114,0,3,3,0,29.2,True,0.0
non_video,41,146,0,0,1,5,0.0,False,0.5
video,269,657,4,1,0,0,78.4,True,0.5
non_video,22,42,0,0,4,2,0.0,False,0.0
non_video,60,196,0,0,2,9,0.0,False,0.5
video,145,572,3,2,2,0,78.4,True,0.5
non_video,112,286,0,0,1,7,0.0,False,0.5
video,146,554,4,4,1,0,58.9,True,0.5
video,145,421,4,3,0,0,59.2,True,0.5
video,74,157,1,9,4,0,12.8,True,0.0
video,87,1594,2,2,0,0,97.6,False,1.0
video,179,258,0,9,3,0,5.2,True,0.0
non_video,28,382,0,0,0,8,0.0,False,1.0
video,156,486,3,4,2,0,59.7,True,0.5
video,252,726,2,4,2,0,72.3,True,0.5
non_video,22,37,0,0,3,3,0.0,False,0.0
video,183,927,4,0,0,0,99.4,True,1.0
video,125,998,7,1,0,0,82.2,True,1.0
non_video,26,61,0,0,3,3,0.0,False,0.0
video,146,519,4,4,1,0,69.3,False,0.5
non_video,97,294,0,0,1,3,0.0,False,0.5
non_video,124,170,0,0,3,3,0.0,False,0.0
non_video,80,146,0,0,3,0,0.0,False,0.0
video,113,1065,3,2,0,0,91.7,False,1.0
video,112,274,2,4,3,0,5.9,False,0.0
non_video,41,228,0,0,1,16,0.0,False,1.0
non_video,93,292,0,0,0,4,0.0,False,0.5
video,146,234,0,7,3,0,16.8,False,0.0
video,131,258,2,8,4,0,22.7,True,0.0
non_video,22,39,0,0,1,1,0.0,False,0.0
non_video,53,67,0,0,1,0,0.0,False,0.0
video,100,389,3,3,1,0,43.3,True,0.5
non_video,34,100,0,0,1,8,0.0,False,0.5
video,101,186,1,4,2,0,5.6,False,0.0
non_video,87,155,0,0,4,3,0.0,False,0.0
non_video,47,307,0,0,1,13,0.0,False,1.0
video,238,869,2,2,0,0,55.9,True,0.5
non_video,21,36,0,0,1,3,0.0,False,0.0
non_video,35,66,0,0,1,2,0.0,False,0.0
video,16,398,2,2,0,0,81.3,False,1.0
non_video,6,281,0,0,1,13,0.0,False,1.0
non_video,38,53,0,0,3,0,0.0,False,0.0
video,117,249,2,9,2,0,10.2,False,0.0
video,190,871,1,2,0,0,73.8,True,0.5
non_video,114,299,0,0,2,10,0.0,False,0.5
non_video,26,435,0,0,0,19,0.0,False,1.0
video,159,684,4,2,1,0,52.0,True,0.5
video,56,107,2,6,1,0,13.6,False,0.0
non_video,45,71,0,0,1,3,0.0,False,0.0
non_video,28,129,0,0,1,3,0.0,False,0.5
non_video,84,494,0,0,0,18,0.0,False,1.0
video,161,217,0,7,4,0,5.4,True,0.0
non_video,64,187,0,0,2,9,0.0,False,0.5
video,147,685,1,4,2,0,40.0,False,0.5
video,36,390,5,0,0,0,85.5,True,1.0
non_video,22,76,0,0,1,10,0.0,False,0.5
video,286,746,1,1,0,0,74.8,False,0.5
non_video,65,257,0,0,0,7,0.0,False,0.5
video,135,886,3,2,0,0,80.3,False,1.0
video,178,624,3,2,0,0,45.9,True,0.5
non_video,56,365,0,0,1,9,0.0,False,1.0
non_video,67,591,0,0,0,9,0.0,False,1.0
non_video,104,141,0,0,4,4,0.0,False,0.0
video,94,135,0,7,3,0,20.3,False,0.0
non_video,100,155,0,0,3,0,0.0,False,0.0
video,75,699,5,0,0,0,86.8,False,1.0
video,38,678,6,2,0,0,90.5,False,1.0
video,41,88,2,7,1,0,29.7,False,0.0
video,88,394,4,1,2,0,58.5,True,0.5
non_video,99,277,0,0,1,11,0.0,False,0.5
video,52,792,6,0,1,0,80.2,False,1.0
video,86,124,1,4,3,0,20.0,False,0.0
non_video,62,180,0,0,0,7,0.0,False,0.5
non_video,40,342,0,0,1,18,0.0,False,1.0
non_video,34,55,0,0,1,4,0.0,False,0.0
video,157,281,1,4,3,0,14.6,True,0.0
video,162,281,0,6,4,0,27.6,False,0.0
video,199,1018,5,2,0,0,92.7,True,1.0
non_video,29,587,0,0,1,18,0.0,False,1.0
non_video,29,108,0,0,0,10,0.0,False,0.5
non_video,26,38,0,0,1,0,0.0,False,0.0
video,205,499,2,1,2,0,60.6,True,0.5
video,91,152,2,7,1,0,11.4,False,0.0
video,37,82,1,8,1,0,28.7,True,0.0
non_video,19,84,0,0,0,10,0.0,False,0.5
video,183,256,0,6,4,0,18.7,True,0.0
non_video,3,331,0,0,1,9,0.0,False,1.0
non_video,29,42,0,0,3,0,0.0,False,0.0
video,48,92,2,6,1,0,28.5,False,0.0
non_video,67,85,0,0,1,2,0.0,False,0.0
non_video,86,125,0,0,3,1,0.0,False,0.0
video,81,198,2,1,0,0,45.1,False,0.5
video,61,677,3,0,0,0,96.9,True,1.0
video,141,271,2,7,3,0,37.4,False,0.0
video,216,591,3,3,0,0,51.5,True,0.5
video,92,133,0,4,3,0,20.3,True,0.0
video,99,1151,4,1,0,0,86.2,True,1.0
video,199,1603,3,2,1,0,90.2,False,1.0
video,73,544,5,2,0,0,90.3,False,1.0
video,46,1519,7,1,1,0,82.3,True,1.0
video,75,209,3,1,2,0,48.5,False,0.5
non_video,9,353,0,0,1,17,0.0,False,1.0
non_video,14,122,0,0,0,15,0.0,False,1.0
video,57,95,2,6,3,0,25.8,True,0.0
non_video,54,194,0,0,2,4,0.0,False,0.5
video,184,804,2,4,0,0,70.4,False,0.5
video,27,383,7,2,0,0,87.4,True,1.0
non_video,70,238,0,0,2,11,0.0,False,0.5
video,367,887,4,4,2,0,70.7,True,0.5
non_video,16,203,0,0,0,11,0.0,False,1.0
video,170,1272,7,2,0,0,100.0,False,1.0
non_video,94,153,0,0,4,2,0.0,False,0.0
video,179,1330,6,1,0,0,87.4,False,1.0
video,111,1680,2,0,0,0,99.7,False,1.0
non_video,21,33,0,0,1,1,0.0,False,0.0
non_video,18,312,0,0,1,13,0.0,False,1.0
non_video,35,382,0,0,1,8,0.0,False,1.0
non_video,39,549,0,0,0,19,0.0,False,1.0
non_video,17,377,0,0,1,19,0.0,False,1.0
video,119,412,2,1,2,0,44.4,False,0.5
video,179,504,1,3,1,0,59.4,True,0.5
video,136,305,3,1,2,0,48.2,False,0.5
video,146,223,0,7,1,0,15.7,True,0.0
non_video,71,517,0,0,0,15,0.0,False,1.0
non_video,48,106,0,0,2,2,0.0,False,0.0
video,36,70,0,3,4,0,16.4,True,0.0
non_video,13,167,0,0,1,17,0.0,False,1.0
non_video,26,190,0,0,0,19,0.0,False,1.0
non_video,76,219,0,0,1,7,0.0,False,0.5
video,61,141,0,3,1,0,22.6,True,0.0
non_video,53,281,0,0,0,18,0.0,False,1.0
video,62,812,4,1,1,0,87.7,False,1.0
video,121,166,0,4,3,0,38.5,False,0.0
non_video,74,174,0,0,4,2,0.0,False,0.0
video,103,1341,5,1,1,0,98.6,False,1.0
video,136,1691,3,2,0,0,95.1,False,1.0
video,298,858,3,3,1,0,74.2,False,0.5
video,51,67,1,3,4,0,8.5,True,0.0
non_video,5,216,0,0,1,9,0.0,False,1.0
video,74,154,0,9,1,0,19.8,False,0.0
non_video,68,395,0,0,0,9,0.0,False,1.0
video,231,1231,4,2,0,0,83.9,True,1.0
video,192,587,1,4,2,0,66.6,False,0.5
video,103,149,2,8,4,0,26.5,True,0.0
non_video,77,113,0,0,4,0,0.0,False,0.0
video,29,61,1,8,3,0,23.0,True,0.0
non_video,51,226,0,0,1,11,0.0,False,0.5
non_video,54,547,0,0,1,12,0.0,False,1.0
non_video,9,189,0,0,0,19,0.0,False,1.0
non_video,10,417,0,0,0,19,0.0,False,1.0
non_video,79,107,0,0,2,1,0.0,False,0.0
non_video,105,294,0,0,0,9,0.0,False,0.5
non_video,108,595,0,0,1,8,0.0,False,1.0
non_video,82,191,0,0,0,10,0.0,False,0.5
non_video,34,71,0,0,2,2,0.0,False,0.0
non_video,81,176,0,0,1,1,0.0,False,0.0
video,205,623,3,4,1,0,62.8,True,0.5
video,43,74,0,9,1,0,31.2,False,0.0
video,134,649,4,3,1,0,72.7,False,0.5
non_video,5,306,0,0,0,12,0.0,False,1.0
video,71,120,1,3,3,0,32.0,True,0.0
video,33,980,2,1,1,0,82.1,True,1.0
non_video,51,122,0,0,2,6,0.0,False,0.5
video,305,764,4,1,1,0,41.0,True,0.5
video,224,281,0,3,4,0,34.3,False,0.0
video,261,823,1,3,1,0,65.2,True,0.5
non_video,54,84,0,0,2,4,0.0,False,0.0
video,147,212,2,6,1,0,27.8,False,0.0
video,304,803,1,1,2,0,70.8,False,0.5
non_video,70,520,0,0,1,8,0.0,False,1.0
non_video,79,205,0,0,1,8,0.0,False,0.5
non_video,82,203,0,0,2,10,0.0,False,0.5
video,107,878,3,2,1,0,88.9,True,1.0
non_video,10,369,0,0,1,16,0.0,False,1.0
video,116,221,0,3,3,0,22.6,True,0.0
video,81,168,0,9,1,0,35.2,True,0.0
video,68,1423,7,1,0,0,96.1,True,1.0
non_video,61,110,0,0,1,4,0.0,False,0.0
video,192,792,3,2,1,0,66.1,False,0.5
non_video,16,476,0,0,1,15,0.0,False,1.0
video,70,116,0,7,3,0,39.8,True,0.0
non_video,30,311,0,0,0,12,0.0,False,1.0
non_video,126,159,0,0,3,0,0.0,False,0.0
video,197,265,1,7,2,0,15.0,False,0.0
non_video,61,101,0,0,3,2,0.0,False,0.0
non_video,110,138,0,0,3,0,0.0,False,0.0
video,90,400,1,2,1,0,64.5,True,0.5
video,56,133,2,4,3,0,25.6,True,0.0
non_video,1,418,0,0,0,11,0.0,False,1.0
video,108,715,5,1,0,0,90.8,False,1.0
video,319,1749,7,2,0,0,81.2,True,1.0
video,4,1636,6,1,0,0,81.8,False,1.0
non_video,37,82,0,0,3,3,0.0,False,0.0
video,172,1195,2,2,0,0,94.2,True,1.0
non_video,117,289,0,0,0,5,0.0,False,0.5
video,205,465,1,2,0,0,49.5,False,0.5
video,128,419,3,2,1,0,74.5,False,0.5
video,270,710,2,2,0,0,54.6,False,0.5
video,156,521,1,3,0,0,61.0,True,0.5
non_video,46,91,0,0,2,3,0.0,False,0.0
non_video,119,167,0,0,4,4,0.0,False,0.0
video,48,407,3,2,0,0,82.3,True,1.0
video,101,410,3,4,1,0,78.0,True,0.5
video,133,264,1,7,1,0,22.9,True,0.0
video,60,301,1,3,2,0,60.3,False,0.5
non_video,91,165,0,0,4,2,0.0,False,0.0
video,210,555,3,4,2,0,70.0,False,0.5
video,74,255,1,3,2,0,47.3,True,0.5
video,60,860,3,1,1,0,83.0,False,1.0
video,24,827,7,1,0,0,99.4,False,1.0
non_video,44,126,0,0,2,7,0.0,False,0.5
video,72,122,2,7,3,0,36.5,True,0.0
non_video,61,249,0,0,1,7,0.0,False,0.5
non_video,109,250,0,0,0,3,0.0,False,0.5
video,61,674,7,1,0,0,89.6,False,1.0
video,133,433,2,4,0,0,72.4,True,0.5
video,55,88,2,8,2,0,27.2,True,0.0
video,19,1029,5,1,0,0,85.4,True,1.0
non_video,8,215,0,0,0,9,0.0,False,1.0
video,199,661,3,2,1,0,52.3,True,0.5
non_video,49,568,0,0,1,13,0.0,False,1.0
non_video,63,181,0,0,1,3,0.0,False,0.5
video,38,83,2,3,1,0,36.8,False,0.0
non_video,88,116,0,0,4,3,0.0,False,0.0
video,156,363,2,1,1,0,78.1,True,0.5
video,71,135,1,3,3,0,12.5,True,0.0
non_video,60,313,0,0,1,17,0.0,False,1.0
video,97,1473,3,2,0,0,85.1,True,1.0
non_video,43,104,0,0,2,0,0.0,False,0.0
non_video,24,261,0,0,1,14,0.0,False,1.0
video,85,204,0,3,2,0,22.1,True,0.0
non_video,74,137,0,0,4,4,0.0,False,0.0
video,140,439,1,4,2,0,45.8,True,0.5
non_video,21,48,0,0,2,2,0.0,False,0.0
video,110,442,2,3,2,0,70.3,True,0.5
non_video,4,165,0,0,0,19,0.0,False,1.0
non_video,16,297,0,0,0,11,0.0,False,1.0
non_video,87,576,0,0,1,17,0.0,False,1.0
video,74,178,1,9,4,0,28.2,True,0.0
video,83,116,2,8,1,0,13.9,False,0.0
non_video,15,568,0,0,1,15,0.0,False,1.0
non_video,44,151,0,0,0,11,0.0,False,0.5
video,176,293,0,7,2,0,20.8,True,0.0
video,91,285,2,1,2,0,42.4,False,0.5
non_video,28,127,0,0,2,5,0.0,False,0.5
non_video,40,384,0,0,0,10,0.0,False,1.0
video,207,527,2,4,2,0,65.2,True,0.5
video,67,116,2,8,1,0,18.0,True,0.0
video,373,871,1,3,0,0,52.3,False,0.5
non_video,54,227,0,0,0,3,0.0,False,0.5
non_video,63,129,0,0,2,2,0.0,False,0.0
video,56,736,5,0,1,0,87.7,False,1.0
video,97,208,1,3,1,0,37.5,False,0.0
non_video,17,275,0,0,0,15,0.0,False,1.0
video,354,821,2,1,2,0,70.4,True,0.5
video,137,290,2,6,2,0,23.0,False,0.0
non_video,73,218,0,0,0,11,0.0,False,0.5
non_video,103,237,0,0,0,8,0.0,False,0.5
non_video,61,216,0,0,2,7,0.0,False,0.5
video,34,525,3,1,0,0,94.0,False,1.0
non_video,66,131,0,0,2,2,0.0,False,0.0
non_video,71,584,0,0,0,18,0.0,False,1.0
non_video,47,243,0,0,0,8,0.0,False,1.0
non_video,7,311,0,0,1,19,0.0,False,1.0
video,304,855,2,3,1,0,47.2,False,0.5
video,56,1329,6,0,0,0,84.2,False,1.0
video,204,271,0,6,2,0,37.9,True,0.0
non_video,47,97,0,0,3,4,0.0,False,0.0
non_video,27,63,0,0,2,5,0.0,False,0.5
non_video,25,202,0,0,1,17,0.0,False,1.0
video,49,718,3,0,1,0,94.1,False,1.0
video,49,857,4,1,1,0,92.9,True,1.0
non_video,53,74,0,0,1,0,0.0,False,0.0
non_video,91,517,0,0,1,17,0.0,False,1.0
video,76,153,1,3,4,0,25.6,False,0.0
video,117,272,2,5,1,0,27.9,True,0.0
non_video,12,342,0,0,1,16,0.0,False,1.0
video,78,130,1,3,1,0,36.8,True,0.0
video,244,787,2,2,2,0,55.7,False,0.5
non_video,61,247,0,0,0,8,0.0,False,0.5
video,148,349,3,2,0,0,64.1,True,0.5
non_video,15,30,0,0,1,4,0.0,False,0.0
non_video,49,93,0,0,3,1,0.0,False,0.0
video,134,1589,2,1,0,0,91.5,True,1.0
video,156,265,1,8,3,0,24.6,True,0.0
video,14,586,3,2,1,0,95.4,True,1.0
non_video,22,74,0,0,0,7,0.0,False,0.5
video,36,91,0,3,3,0,40.0,True,0.0
video,177,710,3,4,1,0,53.7,False,0.5
non_video,23,250,0,0,0,16,0.0,False,1.0
video,66,1017,3,2,0,0,88.1,False,1.0
non_video,41,236,0,0,1,19,0.0,False,1.0
non_video,46,195,0,0,1,11,0.0,False,0.5
non_video,27,60,0,0,1,0,0.0,False,0.0
non_video,40,352,0,0,1,11,0.0,False,1.0
non_video,59,355,0,0,0,13,0.0,False,1.0
video,65,85,0,7,1,0,36.8,False,0.0
video,138,252,0,3,2,0,25.7,False,0.0
non_video,22,148,0,0,0,19,0.0,False,1.0
video,130,408,2,1,1,0,66.6,False,0.5
video,103,242,4,1,1,0,76.5,False,0.5
non_video,48,411,0,0,0,17,0.0,False,1.0
non_video,13,491,0,0,1,10,0.0,False,1.0
non_video,61,102,0,0,4,4,0.0,False,0.0
video,120,175,0,3,4,0,28.2,False,0.0
non_video,69,177,0,0,0,11,0.0,False,0.5
non_video,92,519,0,0,0,18,0.0,False,1.0
video,140,226,1,5,4,0,16.7,False,0.0
non_video,19,175,0,0,0,19,0.0,False,1.0
video,60,274,3,3,0,0,65.6,True,0.5
video,55,275,3,2,1,0,57.4,True,0.5
non_video,68,367,0,0,1,9,0.0,False,1.0
non_video,69,425,0,0,1,10,0.0,False,1.0
non_video,61,135,0,0,2,2,0.0,False,0.0
video,84,303,3,2,2,0,54.3,True,0.5
non_video,31,62,0,0,4,3,0.0,False,0.0
video,91,163,0,5,4,0,31.8,True,0.0
non_video,82,276,0,0,2,7,0.0,False,0.5
non_video,59,235,0,0,0,8,0.0,False,0.5
video,348,792,4,4,2,0,41.5,True,0.5
video,176,443,3,3,1,0,71.4,False,0.5
non_video,96,288,0,0,1,10,0.0,False,0.5
non_video,91,175,0,0,1,1,0.0,False,0.0
video,208,490,1,4,0,0,66.5,True,0.5
video,78,180,4,2,2,0,67.3,True,0.5
non_video,83,208,0,0,0,5,0.0,False,0.5
video,178,775,3,2,2,0,54.5,True,0.5
non_video,72,114,0,0,3,2,0.0,False,0.0
video,113,974,6,2,0,0,92.4,True,1.0
video,103,595,7,0,1,0,94.3,False,1.0
video,213,637,4,4,0,0,72.0,False,0.5
non_video,93,529,0,0,1,9,0.0,False,1.0
video,83,202,2,6,3,0,30.5,True,0.0
video,190,606,2,2,1,0,43.3,False,0.5
video,110,165,0,8,4,0,32.9,False,0.0
non_video,59,247,0,0,1,9,0.0,False,0.5
non_video,12,133,0,0,1,17,0.0,False,1.0
video,89,120,2,7,4,0,38.0,True,0.0
video,113,170,0,4,1,0,16.8,True,0.0
video,146,285,2,3,2,0,30.5,False,0.0
video,112,195,1,4,4,0,15.5,True,0.0
non_video,2,207,0,0,1,16,0.0,False,1.0
video,71,151,0,5,4,0,14.5,True,0.0
video,76,354,1,4,1,0,62.8,True,0.5
video,202,297,1,8,2,0,39.8,False,0.0
video,63,201,2,2,0,0,58.6,False,0.5
video,133,763,3,2,0,0,95.0,False,1.0
non_video,62,211,0,0,2,6,0.0,False,0.5
video,6,664,3,0,1,0,89.1,True,1.0
video,259,757,3,3,0,0,49.0,True,0.5
non_video,21,93,0,0,1,8,0.0,False,0.5
video,110,143,0,8,3,0,33.9,True,0.0
non_video,91,221,0,0,0,4,0.0,False,0.5
non_video,69,539,0,0,0,14,0.0,False,1.0
video,90,1150,5,1,1,0,83.8,False,1.0
video,73,614,6,1,1,0,83.6,False,1.0
non_video,33,59,0,0,4,0,0.0,False,0.0
video,70,275,4,2,1,0,74.4,False,0.5
non_video,77,465,0,0,0,11,0.0,False,1.0
video,55,777,5,1,1,0,80.5,False,1.0
video,139,263,1,8,1,0,11.8,True,0.0
non_video,101,291,0,0,2,5,0.0,False,0.5
video,152,1371,3,1,1,0,89.9,True,1.0
video,53,92,2,6,4,0,39.5,False,0.0
non_video,61,299,0,0,2,7,0.0,False,0.5
non_video,60,227,0,0,2,9,0.0,False,0.5
video,176,235,2,4,1,0,20.9,False,0.0
video,160,250,2,4,3,0,38.9,False,0.0
non_video,36,81,0,0,2,2,0.0,False,0.0
video,184,604,3,2,1,0,55.8,False,0.5
non_video,53,210,0,0,0,5,0.0,False,0.5
non_video,52,77,0,0,2,4,0.0,False,0.0
video,84,153,1,7,3,0,36.9,True,0.0
non_video,32,50,0,0,1,1,0.0,False,0.0
video,302,681,2,3,1,0,60.8,True,0.5
non_video,43,188,0,0,2,6,0.0,False,0.5
video,274,789,1,1,0,0,69.3,True,0.5
non_video,80,183,0,0,2,4,0.0,False,0.5
video,116,145,1,6,3,0,13.3,False,0.0
video,60,107,2,3,3,0,28.4,True,0.0
non_video,31,48,0,0,1,2,0.0,False,0.0
non_video,120,267,0,0,0,8,0.0,False,0.5
video,292,804,4,3,2,0,42.4,True,0.5
video,274,880,3,3,2,0,54.0,False,0.5
video,125,384,4,2,0,0,59.7,False,0.5
non_video,96,173,0,0,1,3,0.0,False,0.0
video,115,474,4,1,1,0,60.9,True,0.5
non_video,32,81,0,0,1,3,0.0,False,0.5
non_video,29,201,0,0,1,15,0.0,False,1.0
video,124,206,1,5,2,0,32.5,False,0.0
video,147,263,2,8,4,0,12.1,True,0.0
non_video,82,292,0,0,2,7,0.0,False,0.5
non_video,12,249,0,0,0,14,0.0,False,1.0
non_video,5,209,0,0,1,19,0.0,False,1.0
non_video,26,308,0,0,0,12,0.0,False,1.0
video,196,468,2,4,0,0,55.6,False,0.5
non_video,87,148,0,0,2,1,0.0,False,0.0
video,66,122,2,3,2,0,7.7,False,0.0
video,4,512,3,1,0,0,88.5,False,1.0
video,61,127,0,8,1,0,32.2,False,0.0
video,153,578,4,2,1,0,47.9,True,0.5
video,261,826,2,3,2,0,46.7,False,0.5
non_video,48,586,0,0,1,16,0.0,False,1.0
non_video,92,118,0,0,4,2,0.0,False,0.0
video,242,684,4,2,0,0,63.9,False,0.5
non_video,36,127,0,0,1,3,0.0,False,0.5
non_video,51,114,0,0,1,0,0.0,False,0.0
